"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url","Att (GK)_Passes"
2025,"Leganés","La Liga","Marko Dmitrović","SRB","GK","32-267",1992,3,2,1,0,0,0,2.9,0.2,0.9,0.32,16,61,26.2,NA,11,60.6,47.1,27,77.8,62,46,3,6.5,2,0.67,11.3,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic",66
2025,"Leganés","La Liga","Juan Soriano","ESP","GK","27-055",1997,6,7,0,0,1,1,8.8,0.36,2.8,0.47,36,120,30,NA,20,56.5,43.9,54,85.2,62.8,130,7,5.4,0,0,8.4,"https://fbref.com/en/players/5512b1a9/Juan-Soriano",131
2025,"Leicester City","Premier League","Mads Hermansen","DEN","GK","24-098",2000,7,12,1,0,0,1,15.4,0.34,4.4,0.63,39,108,36.1,NA,38,36.4,34.5,47,68.1,46.8,142,8,5.6,7,1,12.4,"https://fbref.com/en/players/c924b17d/Mads-Hermansen",209
2025,"Lens","Ligue 1","Brice Samba","FRA","GK","30-175",1994,7,4,2,0,2,0,6.6,0.19,2.6,0.38,39,85,45.9,NA,29,32.2,32.3,33,48.5,37.8,82,13,15.9,7,1,11.8,"https://fbref.com/en/players/60d90c55/Brice-Samba",214
2025,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","34-328",1989,5,9,1,0,2,1,6.3,0.25,-1.7,-0.34,17,40,42.5,NA,21,27.3,29.9,25,40,35.9,47,3,6.4,4,0.8,15.1,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky",110
2025,"Leverkusen","Bundesliga","Matej Kovar","CZE","GK","24-153",2000,1,3,0,0,0,0,1.3,0.33,-1.7,-1.69,4,5,80,NA,1,20.8,28.1,1,0,14,6,0,0,3,3,20.2,"https://fbref.com/en/players/bc67a0e1/Matej-Kovar",24
2025,"Lille","Ligue 1","Lucas Chevalier","FRA","GK","22-346",2001,7,8,1,0,0,0,9.2,0.3,1.2,0.17,18,47,38.3,NA,26,26,29.4,24,12.5,26.3,58,6,10.3,3,0.43,14.1,"https://fbref.com/en/players/b3d76d84/Lucas-Chevalier",169
2025,"Liverpool","Premier League","Alisson","BRA","GK","32-015",1992,5.9,2,0,0,0,0,4.5,0.27,2.5,0.43,11,40,27.5,NA,21,18.2,24.9,13,23.1,24.4,48,2,4.2,10,1.7,16.3,"https://fbref.com/en/players/7a2e46a8/Alisson",203
2025,"Liverpool","Premier League","Vitezslav Jaros","CZE","GK","23-086",2001,0.1,0,0,0,0,0,0,0.03,0,0.25,5,7,71.4,NA,2,85.7,50.9,1,100,59,2,0,0,0,0,11,"https://fbref.com/en/players/12bb4d6a/Vitezslav-Jaros",7
2025,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","25-329",1998,1,0,0,0,0,0,1.5,0.25,1.5,1.53,3,6,50,NA,8,13.6,21.2,0,NA,NA,17,1,5.9,0,0,10,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher",44
2025,"Lyon","Ligue 1","Lucas Perri","BRA","GK","26-312",1997,7,12,0,1,1,0,13.3,0.33,1.3,0.18,20,74,27,NA,38,34.3,33,35,37.1,39,90,8,8.9,13,1.86,16.9,"https://fbref.com/en/players/5dbd461a/Lucas-Perri",178
2025,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","29-355",1994,6,10,1,1,1,0,10.8,0.28,0.8,0.13,35,110,31.8,NA,37,44.5,38.4,52,63.5,51.3,146,10,6.8,14,2.33,14.7,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner",173
2025,"Mallorca","La Liga","Dominik Greif","SVK","GK","27-194",1997,6,7,0,0,1,0,6,0.24,-1,-0.16,23,74,31.1,NA,23,40,37.2,30,53.3,44.4,81,2,2.5,1,0.17,7.8,"https://fbref.com/en/players/30061f53/Dominik-Greif",145
2025,"Mallorca","La Liga","Leo Román","ESP","GK","24-103",2000,3,1,0,0,0,0,2.1,0.16,1.1,0.36,16,50,32,NA,4,48.7,39.6,23,56.5,51.6,50,0,0,0,0,12,"https://fbref.com/en/players/924ff27e/Leo-Roman",76
2025,"Manchester City","Premier League","Ederson","BRA","GK","31-061",1993,7,8,1,0,1,1,8.3,0.36,1.3,0.19,23,57,40.4,NA,20,21.6,28.5,14,42.9,39.9,67,1,1.5,14,2,18.5,"https://fbref.com/en/players/3bb7b8b4/Ederson",236
2025,"Manchester Utd","Premier League","André Onana","CMR","GK","28-198",1996,7,8,0,0,2,0,11.1,0.39,3.1,0.45,27,77,35.1,NA,39,23.6,27,19,63.2,46.9,74,4,5.4,9,1.29,15.4,"https://fbref.com/en/players/e9c0c1b2/Andre-Onana",275
2025,"Marseille","Ligue 1","Gerónimo Rulli","ARG","GK","32-150",1992,7,8,0,1,2,0,8.5,0.24,0.5,0.07,23,72,31.9,NA,35,22.3,26.9,34,55.9,41.4,104,8,7.7,14,2,17,"https://fbref.com/en/players/625c144a/Geronimo-Rulli",238
2025,"Milan","Serie A","Mike Maignan","FRA","GK","29-106",1995,7,9,0,0,0,1,7.5,0.25,-0.5,-0.06,17,39,43.6,NA,41,12.7,25.5,24,37.5,42.2,73,4,5.5,19,2.71,20.5,"https://fbref.com/en/players/fcb38f57/Mike-Maignan",237
2025,"Monaco","Ligue 1","Philipp Köhn","SUI","GK","26-198",1998,7,4,1,0,0,0,4.1,0.18,0.1,0.01,22,64,34.4,NA,22,28.8,31.4,44,45.5,38.2,80,6,7.5,8,1.14,14.1,"https://fbref.com/en/players/ff74841d/Philipp-Kohn",153
2025,"Montpellier","Ligue 1","Dimitry Bertaud","COD","GK","26-133",1998,3,8,1,0,0,0,6.3,0.36,-1.7,-0.56,18,42,42.9,NA,14,42.4,36.5,25,56,44.8,43,8,18.6,2,0.67,12.8,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud",66
2025,"Montpellier","Ligue 1","Benjamin Lecomte","FRA","GK","33-174",1991,4,13,1,0,0,0,8.8,0.32,-4.2,-1.06,23,59,39,NA,9,44.9,37.2,26,42.3,32.3,45,3,6.7,6,1.5,15.7,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte",107
2025,"Monza","Serie A","Semuel Pizzignacco","ITA","GK","23-046",2001,3,2,0,0,0,0,1.6,0.23,-0.4,-0.12,22,46,47.8,NA,5,42.5,33.7,23,52.2,43.9,44,0,0,4,1.33,19.4,"https://fbref.com/en/players/4f537cf7/Semuel-Pizzignacco",80
2025,"Monza","Serie A","Stefano Turati","ITA","GK","23-042",2001,4,7,0,0,2,0,5.5,0.31,-1.5,-0.37,37,85,43.5,NA,10,53.9,37.2,27,85.2,56.5,61,0,0,2,0.5,17.5,"https://fbref.com/en/players/bf168004/Stefano-Turati",115
2025,"Nantes","Ligue 1","Alban Lafont","FRA","GK","25-268",1999,7,8,2,0,2,1,6,0.18,-1,-0.14,21,70,30,NA,32,30.4,33.6,41,68.3,51.4,127,8,6.3,1,0.14,8.9,"https://fbref.com/en/players/4e7db402/Alban-Lafont",138
2025,"Napoli","Serie A","Elia Caprile","ITA","GK","23-053",2001,2.6,1,0,0,0,0,1.2,0.31,0.2,0.09,6,15,40,NA,8,24,29.9,13,23.1,27.5,20,2,10,0,0,7.5,"https://fbref.com/en/players/97d7afbd/Elia-Caprile",50
2025,"Napoli","Serie A","Alex Meret","ITA","GK","27-209",1997,4.4,4,1,0,0,0,5.7,0.38,1.7,0.38,6,31,19.4,NA,18,21.1,29.2,33,33.3,33.7,51,3,5.9,3,0.68,18,"https://fbref.com/en/players/9413b19f/Alex-Meret",95
2025,"Newcastle Utd","Premier League","Nick Pope","ENG","GK","32-181",1992,7,7,0,0,0,1,9.2,0.26,3.2,0.46,18,79,22.8,NA,36,33.8,34.6,59,45.8,39.7,104,6,5.8,12,1.71,16.2,"https://fbref.com/en/players/4b40d9ca/Nick-Pope",154
2025,"Nice","Ligue 1","Marcin Bułka","POL","GK","25-013",1999,7,7,1,0,1,1,9.3,0.24,3.3,0.47,21,56,37.5,NA,37,20.7,27.4,40,30,29.3,98,9,9.2,4,0.57,10.4,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka",213
2025,"Nott'ham Forest","Premier League","Matz Sels","BEL","GK","32-234",1992,7,6,1,1,0,0,6.2,0.22,0.2,0.02,47,146,32.2,NA,11,69.7,45.5,44,86.4,59.3,121,3,2.5,1,0.14,6.8,"https://fbref.com/en/players/834b5c4c/Matz-Sels",155
2025,"Osasuna","La Liga","Sergio Herrera","ESP","GK","31-134",1993,9,14,0,0,2,1,12.2,0.32,-0.8,-0.09,61,157,38.9,NA,26,46.7,39.9,70,61.4,50.6,141,10,7.1,29,3.22,20.1,"https://fbref.com/en/players/a4995f48/Sergio-Herrera",244
2025,"Paris S-G","Ligue 1","Gianluigi Donnarumma","ITA","GK","25-235",1999,5,4,1,0,1,0,4.3,0.23,0.3,0.06,8,29,27.6,NA,21,14.8,24.8,25,44,32.6,43,1,2.3,4,0.8,15.9,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma",122
2025,"Paris S-G","Ligue 1","Matvei Safonov","RUS","GK","25-235",1999,2,2,1,0,0,0,1.2,0.08,-0.8,-0.42,5,17,29.4,NA,13,26.8,28.8,9,22.2,31.8,21,1,4.8,5,2.5,22.3,"https://fbref.com/en/players/d97b252e/Matvei-Safonov",56
2025,"Parma","Serie A","Leandro Chichizola","ARG","GK","34-204",1990,1,3,0,0,0,0,2.5,0.43,-0.5,-0.54,3,16,18.8,NA,5,31.7,33.9,8,37.5,34.4,21,2,9.5,2,2,16.3,"https://fbref.com/en/players/8d957256/Leandro-Chichizola",41
2025,"Parma","Serie A","Zion Suzuki","JPN","GK","22-057",2002,5.8,7,0,2,0,0,8.5,0.32,1.5,0.25,28,103,27.2,NA,32,38.1,35.4,39,59,51.1,93,8,8.6,4,0.69,11,"https://fbref.com/en/players/51e1f4f5/Zion-Suzuki",210
2025,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","34-164",1990,6,2,0,0,0,0,5.1,0.17,3.1,0.51,14,35,40,NA,23,18.1,27.8,37,24.3,31.6,73,6,8.2,4,0.67,13.8,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi",144
2025,"Rayo Vallecano","La Liga","Augusto Batalla","ARG","GK","28-170",1996,5,4,0,0,0,0,3.9,0.24,-0.1,-0.02,28,73,38.4,NA,19,45,39.7,29,48.3,44.4,72,7,9.7,2,0.4,12,"https://fbref.com/en/players/fc627681/Augusto-Batalla",131
2025,"Rayo Vallecano","La Liga","Cárdenas","ESP","GK","27-203",1997,4,5,0,0,0,0,3.9,0.35,-1.1,-0.27,21,63,33.3,NA,13,60.6,45.5,31,64.5,49.4,57,1,1.8,1,0.25,10.8,"https://fbref.com/en/players/e1846dde/Cardenas",71
2025,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","32-159",1992,8,6,0,0,1,1,5.7,0.3,0.7,0.09,15,46,32.6,NA,49,14.3,26.8,35,34.3,39.6,85,6,7.1,4,0.5,10.1,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois",237
2025,"Real Madrid","La Liga","Andriy Lunin","UKR","GK","25-249",1999,1,0,0,0,0,0,0,0.01,0,0.01,2,5,40,NA,2,8,22.6,9,33.3,39.2,14,0,0,1,1,9.5,"https://fbref.com/en/players/3061e1ec/Andriy-Lunin",25
2025,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","29-207",1995,9,8,4,0,0,0,7.7,0.15,-0.3,-0.04,44,102,43.1,NA,26,25.9,31.2,61,65.6,49.8,115,5,4.3,11,1.22,15.8,"https://fbref.com/en/players/374ee424/Alex-Remiro",239
2025,"Reims","Ligue 1","Yehvann Diouf","FRA","GK","24-336",1999,7,10,0,0,2,0,11.2,0.31,1.2,0.17,28,105,26.7,NA,26,32.8,34.2,35,74.3,51.9,108,5,4.6,3,0.43,11.5,"https://fbref.com/en/players/eedea60b/Yehvann-Diouf",241
2025,"Rennes","Ligue 1","Steve Mandanda","FRA","GK","39-203",1985,7,11,0,0,2,1,8.2,0.26,-1.8,-0.26,28,80,35,NA,25,37.1,34.8,28,60.7,46.2,75,3,4,4,0.57,12.2,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda",170
2025,"Roma","Serie A","Mile Svilar","SRB","GK","25-051",1999,7,5,1,0,0,0,7.7,0.27,2.7,0.38,16,72,22.2,NA,25,21.7,30.5,42,61.9,48.5,91,2,2.2,2,0.29,12.5,"https://fbref.com/en/players/bcf5058a/Mile-Svilar",212
2025,"Saint-Étienne","Ligue 1","Gautier Larsonneur","FRA","GK","27-237",1997,7,18,4,0,2,1,14.5,0.31,-2.5,-0.35,37,123,30.1,NA,26,43.2,36.8,46,73.9,49.9,124,6,4.8,7,1,13.7,"https://fbref.com/en/players/b49729cb/Gautier-Larsonneur",206
2025,"Sevilla","La Liga","Ørjan Nyland","NOR","GK","34-037",1990,9,10,1,0,0,1,8.7,0.21,-0.3,-0.04,34,136,25,NA,29,41.3,36.5,49,49,42.2,129,6,4.7,8,0.89,14,"https://fbref.com/en/players/bdedffac/Orjan-Nyland",271
2025,"Southampton","Premier League","Alex McCarthy","ENG","GK","34-319",1989,2,2,0,0,1,0,2.3,0.25,0.3,0.13,4,7,57.1,NA,11,14.3,22.2,4,0,18.5,26,3,11.5,0,0,6.9,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy",49
2025,"Southampton","Premier League","Aaron Ramsdale","ENG","GK","26-156",1998,5,13,0,0,3,0,13.4,0.42,0.4,0.09,18,69,26.1,NA,25,32.2,31.6,9,22.2,25,75,5,6.7,9,1.8,15.4,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale",208
2025,"St. Pauli","Bundesliga","Nikola Vasilj","BIH","GK","28-320",1995,6,9,0,0,2,0,8.9,0.29,-0.1,-0.02,36,105,34.3,NA,23,40,35.7,30,50,42.4,79,4,5.1,5,0.83,17,"https://fbref.com/en/players/f038585f/Nikola-Vasilj",225
2025,"Strasbourg","Ligue 1","Karl-Johan Johnsson","SWE","GK","34-263",1990,3,6,1,0,0,0,6.7,0.26,0.7,0.22,6,22,27.3,NA,21,15.6,23.9,7,42.9,39.7,48,2,4.2,3,1,11.1,"https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson",122
2025,"Strasbourg","Ligue 1","Đorđe Petrović","SRB","GK","25-009",1999,4,6,1,0,0,0,4.9,0.26,-1.1,-0.26,22,72,30.6,NA,7,32.3,32.7,13,92.3,60.3,73,5,6.8,2,0.5,12,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic",186
2025,"Stuttgart","Bundesliga","Alexander Nübel","GER","GK","28-017",1996,6,11,1,0,1,0,9.3,0.32,-1.7,-0.29,25,62,40.3,NA,29,24.6,29.1,14,28.6,32.3,56,2,3.6,8,1.33,19.7,"https://fbref.com/en/players/afb0c500/Alexander-Nubel",236
2025,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","27-240",1997,6,8,0,0,1,0,12.2,0.35,4.2,0.7,36,108,33.3,NA,32,34.6,35.8,64,67.2,57.5,125,3,2.4,1,0.17,10.1,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic",188
2025,"Torino","Serie A","Alberto Paleari","ITA","GK","32-049",1992,1,3,0,0,0,0,2.2,0.32,-0.8,-0.77,8,12,66.7,NA,5,34.6,31,6,50,42,12,0,0,5,5,27.3,"https://fbref.com/en/players/94a3606c/Alberto-Paleari",26
2025,"Tottenham","Premier League","Guglielmo Vicario","ITA","GK","28-010",1996,7,8,0,0,1,0,9.1,0.39,1.1,0.15,3,16,18.8,NA,49,5.9,20.2,16,0,14.8,77,9,11.7,17,2.43,16.6,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario",269
2025,"Toulouse","Ligue 1","Guillaume Restes","FRA","GK","19-220",2005,7,10,0,0,0,2,5.5,0.26,-2.5,-0.36,26,69,37.7,NA,21,25.7,28.6,31,71,50.5,85,2,2.4,4,0.57,13.6,"https://fbref.com/en/players/6b91b999/Guillaume-Restes",183
2025,"Udinese","Serie A","Maduka Okoye","NGA","GK","25-050",1999,7,10,2,0,1,0,10.2,0.24,0.2,0.03,37,85,43.5,NA,20,31.5,30.3,33,63.6,48.6,109,4,3.7,3,0.43,11.8,"https://fbref.com/en/players/ab5c36dd/Maduka-Okoye",203
2025,"Union Berlin","Bundesliga","Frederik Rønnow","DEN","GK","32-074",1992,6,4,0,1,0,0,4.6,0.23,0.6,0.11,38,98,38.8,NA,28,45.8,37.9,28,75,55.1,85,8,9.4,3,0.5,10,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow",168
2025,"Valencia","La Liga","Giorgi Mamardashvili","GEO","GK","24-018",2000,9,13,1,0,1,0,13,0.35,0,0.01,32,106,30.2,NA,39,31.1,33.4,54,68.5,50.6,113,4,3.5,10,1.11,17.2,"https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili",222
2025,"Valladolid","La Liga","Karl Jakob Hein","EST","GK","22-187",2002,9,19,0,1,1,1,15.5,0.32,-2.5,-0.27,42,110,38.2,NA,45,30.2,33.1,48,56.3,50.6,132,10,7.6,10,1.11,14.6,"https://fbref.com/en/players/aa81d8f8/Karl-Jakob-Hein",275
2025,"Venezia","Serie A","Jesse Joronen","FIN","GK","31-210",1993,7,12,3,0,3,2,10.1,0.22,0.1,0.02,17,72,23.6,NA,45,26.5,30.5,38,26.3,34.4,116,6,5.2,5,0.71,10,"https://fbref.com/en/players/7f66ea09/Jesse-Joronen",234
2025,"Villarreal","La Liga","Diego Conde","ESP","GK","25-355",1998,9,17,0,1,4,1,10.7,0.26,-5.3,-0.59,29,67,43.3,NA,27,26.3,31.4,37,45.9,42.5,141,10,7.1,4,0.44,10.6,"https://fbref.com/en/players/4eae5bc4/Diego-Conde",190
2025,"Werder Bremen","Bundesliga","Michael Zetterer","GER","GK","29-097",1995,6,12,0,0,0,0,10,0.39,-2,-0.33,22,58,37.9,NA,37,25,32.1,38,26.3,35.8,89,8,9,4,0.67,12.6,"https://fbref.com/en/players/9b688ae1/Michael-Zetterer",192
2025,"West Ham","Premier League","Alphonse Areola","FRA","GK","31-233",1993,6.5,10,0,0,2,0,8.7,0.35,-1.3,-0.2,39,88,44.3,NA,28,30.9,30.2,55,52.7,41.6,92,5,5.4,6,0.92,13.4,"https://fbref.com/en/players/2f965a72/Alphonse-Areola",191
2025,"West Ham","Premier League","Łukasz Fabiański","POL","GK","39-182",1985,0.5,1,0,0,0,0,1.2,0.4,0.2,0.42,1,4,25,NA,3,33.3,37.5,2,100,76.5,6,0,0,0,0,6,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski",6
2025,"Wolfsburg","Bundesliga","Kamil Grabara","POL","GK","25-283",1999,6,12,1,0,3,1,13.3,0.33,2.3,0.39,53,165,32.1,NA,18,63.6,44,27,92.6,65.1,77,1,1.3,2,0.33,11.5,"https://fbref.com/en/players/62182b1d/Kamil-Grabara",220
2025,"Wolves","Premier League","Sam Johnstone","ENG","GK","31-206",1993,5,13,2,0,3,0,11.6,0.32,-1.4,-0.29,35,89,39.3,NA,22,42.5,35.3,19,52.6,42,74,4,5.4,6,1.2,12.6,"https://fbref.com/en/players/9e5708be/Sam-Johnstone",186
2025,"Wolves","Premier League","José Sá","POR","GK","31-274",1993,2,8,0,0,1,0,4.7,0.35,-3.3,-1.65,13,36,36.1,NA,3,49.2,38.3,7,71.4,47.3,19,1,5.3,5,2.5,18.5,"https://fbref.com/en/players/903b6e8b/Jose-Sa",63
